model,year,transmission,mileage,engineSize,fuelType,price
 C Class,2017,Manual,12146,1.6,Diesel,16999
 C Class,2012,Automatic,60586,2.1,Diesel,9124
 C Class,2016,Automatic,44617,2.1,Diesel,15999
 C Class,2018,Automatic,6232,2,Diesel,27649
 C Class,2018,Automatic,8796,1.5,Petrol,23249
 C Class,2019,Semi-Auto,13467,2,Diesel,20999
 C Class,2019,Semi-Auto,13318,2,Diesel,20999
 C Class,2018,Automatic,10913,2.1,Diesel,25999
 C Class,2016,Semi-Auto,30611,2.1,Diesel,19699
 C Class,2019,Semi-Auto,3220,3,Petrol,38999
 C Class,2019,Semi-Auto,3598,1.6,Diesel,27099
 C Class,2019,Semi-Auto,14895,2,Diesel,25999
 C Class,2019,Semi-Auto,12902,2,Diesel,24499
 C Class,2018,Semi-Auto,4715,2,Diesel,29199
 C Class,2016,Semi-Auto,15000,2.1,Diesel,19999
 C Class,2017,Semi-Auto,21212,2.1,Diesel,23999
 C Class,2019,Semi-Auto,707,2,Petrol,32099
 C Class,2019,Semi-Auto,3889,2,Diesel,28599
 C Class,2019,Semi-Auto,930,1.5,Petrol,27199
 C Class,2018,Automatic,9861,1.5,Petrol,23400
 C Class,2014,Automatic,53386,2.1,Diesel,10999
 C Class,2015,Automatic,40005,2.1,Diesel,12000
 C Class,2015,Automatic,40005,2.1,Diesel,12000
 C Class,2016,Automatic,33036,2.1,Diesel,14499
 C Class,2016,Manual,17097,2.1,Diesel,19450
 C Class,2018,Manual,36000,2,Petrol,15489
 C Class,2017,Automatic,62480,2.1,Diesel,16489
 C Class,2017,Automatic,10597,2.1,Diesel,24948
 C Class,2017,Automatic,15072,1.6,Diesel,20988
 C Class,2017,Automatic,20118,2,Petrol,24998
 C Class,2018,Automatic,12123,2.1,Diesel,21498
 C Class,2020,Automatic,1000,3,Petrol,49998
 C Class,2019,Automatic,6000,1.6,Petrol,26998
 C Class,2013,Automatic,60841,2.1,Diesel,10190
 C Class,2015,Automatic,35553,2.1,Diesel,14900
 C Class,2015,Automatic,75306,2.1,Diesel,13854
 C Class,2014,Automatic,32391,1.6,Petrol,12295
 C Class,2016,Manual,39877,1.6,Diesel,16000
 C Class,2016,Manual,34246,2.1,Diesel,14299
 C Class,2016,Manual,11638,2.1,Diesel,14499
 C Class,2017,Automatic,15021,2.1,Diesel,18865
 C Class,2013,Automatic,49085,2.1,Diesel,10999
 C Class,2016,Automatic,28696,2,Hybrid,18499
 C Class,2015,Automatic,59549,2.1,Hybrid,17130
 C Class,2013,Automatic,41866,6.2,Petrol,21999
 C Class,2016,Automatic,61225,2,Hybrid,16341
 C Class,2016,Automatic,40313,2,Hybrid,19499
 C Class,2016,Automatic,26741,2.1,Diesel,21499
 C Class,2016,Automatic,59211,2,Hybrid,15999
 C Class,2017,Automatic,49243,2.1,Diesel,16958
 C Class,2016,Automatic,41614,2.1,Diesel,15999
 C Class,2014,Automatic,42256,2.1,Diesel,14999
 C Class,2017,Manual,23001,2,Petrol,13499
 C Class,2015,Manual,68600,2.1,Diesel,12490
 C Class,2010,Manual,97717,1.6,Petrol,4990
 C Class,2013,Automatic,76950,2.1,Diesel,9685
 C Class,2018,Automatic,22345,1.6,Diesel,17470
 C Class,2010,Automatic,106032,1.8,Petrol,4495
 C Class,2017,Automatic,49859,2.1,Hybrid,17999
 C Class,2013,Automatic,69493,2.1,Diesel,8751
 C Class,2019,Automatic,4443,2,Diesel,29499
 C Class,2015,Automatic,42492,2.1,Diesel,13999
 C Class,2014,Automatic,20047,2,Petrol,15399
 C Class,2017,Automatic,23555,2.1,Diesel,18999
 C Class,2018,Automatic,28059,2.1,Diesel,19949
 C Class,2016,Manual,40049,1.6,Diesel,14649
 C Class,2014,Automatic,140000,2.1,Diesel,10393
 C Class,2015,Manual,129000,2.1,Diesel,10791
 C Class,2015,Manual,90000,2.1,Diesel,9791
 C Class,2015,Manual,94000,2.1,Diesel,11591
 C Class,2016,Automatic,124000,2.1,Diesel,12392
 C Class,2017,Automatic,102000,2.1,Diesel,13392
 C Class,2015,Manual,113000,2.1,Diesel,9793
 C Class,2016,Automatic,128000,2.1,Diesel,11393
 C Class,2015,Manual,150000,2.1,Diesel,8692
 C Class,2008,Automatic,112455,2.1,Diesel,4295
 C Class,2015,Automatic,44086,2.1,Diesel,16395
 C Class,2017,Automatic,51406,2.1,Diesel,14670
 C Class,2015,Automatic,81423,2.1,Diesel,15970
 C Class,2016,Automatic,99217,2.1,Diesel,13490
 C Class,2008,Automatic,67979,1.8,Petrol,5780
 C Class,2013,Automatic,74157,2.1,Diesel,8950
 C Class,2015,Manual,31435,2.1,Diesel,15604
 C Class,2014,Automatic,47183,2.1,Diesel,11750
 C Class,2012,Manual,59512,1.8,Petrol,7573
 C Class,2015,Automatic,52500,2.1,Diesel,14999
 C Class,2014,Automatic,50416,2.1,Diesel,11999
 C Class,2017,Automatic,23683,2,Petrol,18728
 C Class,2017,Automatic,25449,2.1,Diesel,20200
 C Class,2015,Automatic,46959,2.1,Hybrid,15800
 C Class,2017,Automatic,24518,2.1,Diesel,15999
 C Class,2015,Manual,108000,2.1,Diesel,9392
 C Class,2019,Automatic,15024,2.1,Diesel,19999
 C Class,2018,Automatic,37763,2.1,Diesel,18699
 C Class,2015,Automatic,12050,2.1,Diesel,20000
 C Class,2017,Automatic,11136,2.1,Diesel,21499
 C Class,2016,Automatic,28392,2.1,Diesel,16499
 C Class,2016,Automatic,52819,2,Hybrid,16326
 C Class,2018,Automatic,11498,2.1,Diesel,20299
 C Class,2016,Automatic,42569,2.1,Diesel,17999
 C Class,2014,Automatic,31690,2.1,Diesel,15999
 C Class,2018,Automatic,11881,2.1,Diesel,24499
 C Class,2019,Automatic,8000,2,Diesel,29748
 C Class,2019,Automatic,4000,2,Diesel,31998
 C Class,2019,Automatic,1000,1.5,Petrol,29498
 C Class,2019,Automatic,2073,1.5,Petrol,24998
 C Class,2019,Automatic,5144,2,Diesel,27998
 C Class,2017,Automatic,30633,2.1,Diesel,21998
 C Class,2016,Automatic,40500,2,Hybrid,19998
 C Class,2019,Automatic,4000,2,Diesel,31248
 C Class,2020,Automatic,3000,2,Diesel,34498
 C Class,2020,Automatic,2000,2,Diesel,33998
 C Class,2018,Automatic,13910,2.1,Diesel,21691
 C Class,2018,Automatic,6001,2,Petrol,24991
 C Class,2019,Automatic,8238,1.5,Petrol,24992
 C Class,2016,Automatic,3000,2,Petrol,19900
 C Class,2019,Automatic,6084,2,Diesel,26291
 C Class,2017,Automatic,10398,2,Petrol,21291
 C Class,2016,Automatic,26401,2.1,Hybrid,18291
 C Class,2020,Manual,15754,2.1,Diesel,19298
 C Class,2019,Automatic,50,1.5,Petrol,29998
 C Class,2018,Automatic,3314,1.5,Petrol,21691
 C Class,2020,Automatic,2000,2,Diesel,33998
 C Class,2019,Automatic,13479,1.5,Petrol,24748
 C Class,2018,Automatic,38508,2.1,Diesel,19798
 C Class,2017,Automatic,27236,2.1,Diesel,19498
 C Class,2017,Automatic,42986,2.1,Diesel,18998
 C Class,2017,Automatic,37158,2.1,Diesel,16798
 C Class,2017,Automatic,19242,2.1,Diesel,21998
 C Class,2019,Automatic,5266,1.5,Petrol,22291
 C Class,2017,Automatic,34682,2.1,Diesel,18991
 C Class,2019,Automatic,2910,1.5,Petrol,29900
 C Class,2015,Automatic,56118,2.1,Diesel,15400
 C Class,2020,Automatic,1000,3,Petrol,41900
 C Class,2016,Automatic,47651,2.1,Diesel,20191
 C Class,2016,Automatic,30187,4,Petrol,40995
 C Class,2016,Automatic,37982,2,Petrol,15999
 C Class,2017,Automatic,22011,2.1,Diesel,20249
 C Class,2017,Automatic,33569,2,Petrol,15699
 C Class,2019,Automatic,41,1.5,Petrol,27498
 C Class,2018,Automatic,15000,2,Petrol,26998
 C Class,2017,Automatic,26145,2.1,Diesel,21498
 C Class,2017,Automatic,19878,2.1,Diesel,21489
 C Class,2013,Automatic,57172,2.1,Diesel,8799
 C Class,2017,Automatic,23637,2.1,Diesel,18999
 C Class,2015,Automatic,48361,2,Hybrid,15899
 C Class,2016,Automatic,71077,2.1,Diesel,13600
 C Class,2017,Automatic,17324,2.1,Diesel,20599
 C Class,2017,Automatic,20850,1.6,Diesel,16799
 C Class,2012,Automatic,50848,1.8,Petrol,9400
 C Class,2016,Automatic,23907,2.1,Diesel,18400
 C Class,2017,Automatic,23606,2,Hybrid,18995
 C Class,2015,Automatic,81940,2.1,Hybrid,12295
 C Class,2015,Manual,82230,2.1,Diesel,10500
 C Class,2016,Automatic,14183,2,Petrol,17699
 C Class,2013,Automatic,69900,2.1,Diesel,11499
 C Class,2008,Automatic,91000,2.1,Diesel,5999
 C Class,2018,Automatic,7200,2,Petrol,23995
 C Class,2014,Automatic,20000,1.6,Petrol,12495
 C Class,2018,Automatic,26930,2,Petrol,15999
 C Class,2013,Automatic,56544,2.1,Diesel,9000
 C Class,2016,Automatic,34972,1.6,Diesel,16000
 C Class,2018,Automatic,6200,1.5,Petrol,22900
 C Class,2018,Automatic,26329,2,Petrol,16999
 C Class,2017,Automatic,27814,2,Petrol,17249
 C Class,2016,Automatic,33821,2.1,Diesel,22900
 C Class,2016,Automatic,60619,2,Hybrid,15679
 C Class,2017,Automatic,40272,2.1,Diesel,14999
 C Class,2016,Automatic,33197,2.1,Diesel,19599
 C Class,2012,Automatic,80299,2.1,Diesel,7699
 C Class,2019,Automatic,650,1.6,Diesel,27500
 C Class,2019,Automatic,4885,2,Diesel,29498
 C Class,2017,Automatic,19828,2,Petrol,17900
 C Class,2017,Automatic,23665,2.1,Diesel,21900
 C Class,2019,Automatic,348,2,Diesel,27400
 C Class,2019,Automatic,9050,1.6,Petrol,22900
 C Class,2020,Automatic,600,2,Diesel,39900
 C Class,2020,Automatic,3000,2,Diesel,35900
 C Class,2019,Automatic,2200,2,Diesel,31400
 C Class,2019,Automatic,3000,2,Diesel,32900
 C Class,2019,Automatic,3500,3,Petrol,45900
 C Class,2017,Automatic,30728,2,Petrol,20988
 C Class,2017,Automatic,25000,2,Petrol,22400
 C Class,2017,Automatic,23434,2,Petrol,20700
 C Class,2015,Automatic,41000,2.1,Diesel,15400
 C Class,2015,Automatic,26501,1.6,Petrol,12900
 C Class,2013,Automatic,57801,2.1,Diesel,9700
 C Class,2016,Manual,23216,1.6,Diesel,16200
 C Class,2015,Automatic,62439,2.1,Diesel,10700
 C Class,2016,Automatic,19581,2,Petrol,17600
 C Class,2016,Manual,25997,1.6,Diesel,15600
 C Class,2016,Automatic,18903,2.1,Diesel,19300
 C Class,2017,Automatic,27566,2.1,Diesel,21000
 C Class,2017,Automatic,31176,2,Hybrid,19000
 C Class,2017,Automatic,36831,2.1,Diesel,18500
 C Class,2015,Automatic,12586,2,Hybrid,19100
 C Class,2014,Automatic,32613,2,Petrol,16300
 C Class,2016,Automatic,26239,2.1,Diesel,18300
 C Class,2016,Automatic,39379,2.1,Diesel,17800
 C Class,2013,Automatic,37236,1.6,Petrol,12000
 C Class,2016,Automatic,21425,2.1,Diesel,20000
 C Class,2016,Automatic,27574,2.1,Diesel,19000
 C Class,2017,Automatic,19832,2.1,Diesel,23700
 C Class,2019,Automatic,1100,1.6,Petrol,25900
 C Class,2019,Automatic,5250,1.5,Petrol,28900
 C Class,2017,Automatic,48618,2.1,Diesel,18691
 C Class,2017,Automatic,20843,2,Petrol,19991
 C Class,2019,Automatic,4000,1.6,Petrol,28991
 C Class,2017,Automatic,21210,2,Hybrid,22691
 C Class,2015,Automatic,35229,2,Petrol,18000
 C Class,2017,Automatic,26000,2.1,Diesel,21400
 C Class,2017,Automatic,15808,2.1,Diesel,25900
 C Class,2017,Automatic,41677,2.1,Diesel,17400
 C Class,2017,Manual,49365,2.1,Diesel,19700
 C Class,2015,Automatic,70000,2.1,Diesel,14800
 C Class,2019,Automatic,2776,2,Petrol,30900
 C Class,2015,Automatic,53829,2.1,Hybrid,18798
 C Class,2015,Automatic,30891,2.1,Diesel,18500
 C Class,2017,Manual,30528,2,Petrol,15000
 C Class,2015,Automatic,33430,2.1,Diesel,17700
 C Class,2016,Automatic,23676,2,Hybrid,20000
 C Class,2017,Automatic,16087,2.1,Hybrid,20200
 C Class,2016,Automatic,32743,2,Hybrid,19000
 C Class,2015,Automatic,32712,2.1,Diesel,14500
 C Class,2014,Automatic,30819,2,Petrol,16300
 C Class,2016,Automatic,49335,2.1,Diesel,19100
 C Class,2015,Automatic,36078,2.1,Diesel,15700
 C Class,2016,Automatic,34295,2,Hybrid,18300
 C Class,2015,Automatic,39004,2.1,Diesel,18700
 C Class,2016,Automatic,41899,2.1,Diesel,15400
 C Class,2019,Automatic,7000,1.6,Petrol,23200
 C Class,2019,Automatic,6000,2,Petrol,29900
 C Class,2019,Automatic,1000,2,Diesel,29900
 C Class,2016,Automatic,40267,2,Hybrid,18000
 C Class,2014,Automatic,50364,2.1,Diesel,12500
 C Class,2016,Automatic,44263,2.1,Diesel,14000
 C Class,2017,Manual,39480,2.1,Diesel,19600
 C Class,2016,Automatic,24836,1.6,Diesel,18600
 C Class,2019,Automatic,6000,1.6,Diesel,24400
 C Class,2019,Automatic,6000,1.5,Petrol,23900
 C Class,2019,Automatic,8000,1.5,Petrol,23400
 C Class,2019,Automatic,6000,2,Petrol,28900
 C Class,2019,Automatic,6000,2,Petrol,28800
 C Class,2018,Automatic,1977,4,Petrol,46900
 C Class,2015,Automatic,60185,2.1,Diesel,15695
 C Class,2017,Automatic,14200,2.1,Diesel,24495
 C Class,2017,Automatic,72400,2.1,Diesel,16000
 C Class,2016,Automatic,93620,2.1,Diesel,13500
 C Class,2016,Automatic,90980,2,Hybrid,13295
 C Class,2016,Automatic,67490,2,Hybrid,16000
 C Class,2015,Automatic,18263,2,Petrol,16000
 C Class,2018,Automatic,20000,2,Petrol,19900
 C Class,2016,Automatic,16957,2,Petrol,20200
 C Class,2017,Automatic,54500,2.1,Diesel,21400
 C Class,2016,Automatic,25522,2,Petrol,17900
 C Class,2015,Automatic,35125,2.1,Diesel,16700
 C Class,2015,Automatic,101480,2.1,Diesel,12795
 C Class,2020,Automatic,6000,1.5,Petrol,33900
 C Class,2020,Automatic,6000,2,Diesel,41900
 C Class,2019,Automatic,6000,2,Diesel,31900
 C Class,2018,Automatic,11626,2.1,Diesel,25748
 C Class,2016,Automatic,31000,2,Petrol,17900
 C Class,2017,Automatic,40000,2.1,Diesel,19900
 C Class,2019,Automatic,6000,1.5,Petrol,21400
 C Class,2019,Automatic,10000,1.5,Petrol,24400
 C Class,2016,Automatic,29173,2.1,Diesel,18600
 C Class,2016,Automatic,16662,2,Hybrid,20100
 C Class,2017,Automatic,23063,2.1,Diesel,20800
 C Class,2016,Automatic,18406,2.1,Diesel,18000
 C Class,2015,Manual,75920,2.1,Diesel,11990
 C Class,2019,Automatic,3405,4,Petrol,59998
 C Class,2020,Automatic,20,4,Petrol,61995
 C Class,2019,Automatic,2645,1.5,Petrol,35248
 C Class,2019,Automatic,25,4,Petrol,60298
 C Class,2019,Automatic,1100,2,Diesel,36248
 C Class,2019,Automatic,1894,2,Diesel,35298
 C Class,2016,Automatic,32475,2.1,Diesel,17999
 C Class,2014,Automatic,33865,2.1,Diesel,15700
 C Class,2017,Automatic,12040,2,Hybrid,20499
 C Class,2017,Automatic,22167,2,Hybrid,18399
 C Class,2013,Automatic,40490,2.1,Diesel,11499
 C Class,2015,Automatic,40786,1.6,Diesel,16699
 C Class,2015,Automatic,50211,2.1,Diesel,14313
 C Class,2016,Automatic,40814,1.6,Diesel,14999
 C Class,2015,Automatic,41000,2.1,Diesel,13699
 C Class,2015,Automatic,73127,2.1,Diesel,14899
 C Class,2018,Automatic,23842,2.1,Diesel,19699
 C Class,2015,Automatic,35977,2,Petrol,13599
 C Class,2015,Automatic,67795,2.1,Diesel,12499
 C Class,2014,Automatic,62588,2.1,Diesel,13799
 C Class,2019,Automatic,1568,2,Diesel,40298
 C Class,2016,Automatic,26344,2.1,Diesel,18745
 C Class,2018,Automatic,5454,2.1,Diesel,25748
 C Class,2018,Automatic,17970,2.1,Diesel,26748
 C Class,2019,Automatic,4040,1.6,Petrol,32298
 C Class,2015,Manual,36643,2,Petrol,14298
 C Class,2017,Automatic,24003,2,Petrol,25248
 C Class,2018,Automatic,13500,2.1,Diesel,28298
 C Class,2017,Automatic,26914,2,Petrol,25998
 C Class,2015,Automatic,25000,2,Hybrid,18298
 C Class,2015,Manual,36103,2.1,Diesel,15499
 C Class,2015,Manual,69261,2.1,Diesel,13799
 C Class,2015,Automatic,56546,2.1,Hybrid,17699
 C Class,2018,Automatic,9705,2.1,Diesel,19999
 C Class,2015,Automatic,53279,2.1,Diesel,14695
 C Class,2016,Automatic,42402,2,Hybrid,16822
 C Class,2016,Manual,58858,1.6,Diesel,13391
 C Class,2012,Automatic,86663,1.6,Petrol,8450
 C Class,2012,Automatic,55685,2.1,Diesel,9799
 C Class,2016,Automatic,41050,2.1,Diesel,17950
 C Class,2017,Automatic,33000,2.1,Diesel,16750
 C Class,2013,Manual,60000,2.1,Diesel,8980
 C Class,2016,Automatic,38785,2.1,Diesel,16799
 C Class,2014,Automatic,54097,2.1,Diesel,10999
 C Class,2015,Automatic,9793,1.6,Diesel,18999
 C Class,2015,Automatic,34278,2.1,Diesel,14999
 C Class,2016,Automatic,42271,2.1,Diesel,17999
 C Class,2014,Automatic,39807,2.1,Diesel,16699
 C Class,2016,Automatic,23905,2.1,Diesel,19999
 C Class,2012,Automatic,41239,1.6,Petrol,10999
 C Class,2017,Automatic,20418,2.1,Diesel,15652
 C Class,2016,Automatic,26544,2.1,Diesel,16699
 C Class,2017,Automatic,21032,2,Hybrid,19347
 C Class,2019,Automatic,12583,2,Diesel,28991
 C Class,2017,Automatic,21980,2.1,Diesel,21491
 C Class,2018,Automatic,12767,2.1,Diesel,21991
 C Class,2018,Automatic,30726,2.1,Diesel,16800
 C Class,2012,Automatic,49029,2.1,Diesel,10899
 C Class,2014,Automatic,41701,2.1,Diesel,14786
 C Class,2014,Automatic,70824,2.1,Diesel,10822
 C Class,2015,Automatic,51344,2.1,Diesel,13195
 C Class,2012,Automatic,67200,2.1,Diesel,7999
 C Class,2016,Automatic,83990,2.1,Hybrid,14000
 C Class,2014,Manual,92840,2.1,Diesel,11795
 C Class,2015,Manual,114970,2.1,Diesel,11295
 C Class,2016,Automatic,81960,2,Hybrid,14000
 C Class,2016,Automatic,113770,2,Hybrid,12295
 C Class,2015,Automatic,78070,2.1,Diesel,13000
 C Class,2014,Manual,91430,2.1,Diesel,10500
 C Class,2016,Automatic,41358,2.1,Diesel,14999
 C Class,2016,Automatic,23953,2.1,Diesel,18499
 C Class,2017,Manual,21985,1.6,Diesel,16499
 C Class,2016,Automatic,41864,2.1,Diesel,18108
 C Class,2015,Automatic,22499,2.1,Diesel,18999
 C Class,2015,Automatic,33707,2.1,Diesel,16499
 C Class,2018,Automatic,31708,2.1,Diesel,18999
 C Class,2015,Automatic,33720,2.1,Diesel,18199
 C Class,2011,Manual,64000,1.8,Petrol,7999
 C Class,2015,Automatic,35592,2.1,Diesel,16679
 C Class,2018,Automatic,24564,2.1,Diesel,19999
 C Class,2016,Automatic,27268,2.1,Diesel,16449
 C Class,2016,Manual,17757,2,Petrol,17779
 C Class,2016,Manual,15664,2,Petrol,14739
 C Class,2011,Automatic,80268,2.1,Diesel,7449
 C Class,2017,Automatic,45960,2,Hybrid,19199
 C Class,2018,Automatic,9047,2.1,Diesel,19399
 C Class,2019,Automatic,7137,1.5,Petrol,24899
 C Class,2018,Automatic,25396,2.1,Diesel,19999
 C Class,2018,Automatic,15000,2.1,Diesel,18998
 C Class,2019,Automatic,8024,1.6,Petrol,26998
 C Class,2014,Automatic,28759,2.1,Diesel,13498
 C Class,2016,Automatic,82590,2.1,Diesel,13000
 C Class,2015,Automatic,79779,2,Hybrid,13999
 C Class,2018,Automatic,19044,2,Hybrid,22995
 C Class,2015,Manual,103820,2.1,Diesel,11695
 C Class,2016,Automatic,99470,2.1,Diesel,14795
 C Class,2016,Automatic,85040,2,Hybrid,15000
 C Class,2015,Automatic,131790,2.1,Hybrid,12995
 C Class,2016,Automatic,49126,2,Hybrid,16562
 C Class,2012,Automatic,51737,1.8,Petrol,9850
 C Class,2011,Automatic,61242,1.8,Petrol,8894
 C Class,2017,Automatic,26904,2,Hybrid,17750
 C Class,2018,Automatic,32854,2.1,Diesel,18599
 C Class,2016,Automatic,38748,2.1,Diesel,15499
 C Class,2016,Automatic,102580,2.1,Diesel,13195
 C Class,2015,Automatic,73960,2.1,Diesel,14000
 C Class,2016,Automatic,94440,2.1,Diesel,12195
 C Class,2016,Manual,100950,2.1,Diesel,11000
 C Class,2016,Automatic,66950,2,Hybrid,15000
 C Class,2015,Manual,69930,1.6,Diesel,13000
 C Class,2015,Automatic,101540,2.1,Diesel,11500
 C Class,2015,Automatic,136760,2.1,Hybrid,10795
 C Class,2015,Automatic,87980,2,Hybrid,13295
 C Class,2014,Automatic,85699,2.1,Diesel,8999
 C Class,2015,Manual,73227,2,Petrol,12299
 C Class,2018,Automatic,9562,2.1,Diesel,20299
 C Class,2015,Manual,50299,1.6,Diesel,12599
 C Class,2015,Automatic,25758,2.1,Hybrid,17299
 C Class,2018,Automatic,20173,2.1,Diesel,19799
 C Class,2016,Manual,28960,1.6,Diesel,13999
 C Class,2019,Automatic,9683,1.5,Petrol,17999
 C Class,2016,Automatic,74252,2,Hybrid,16879
 C Class,2015,Automatic,49468,2.1,Diesel,14370
 C Class,2013,Automatic,57062,2.1,Diesel,10699
 C Class,2007,Semi-Auto,62000,2.1,Diesel,5995
 C Class,2010,Automatic,90000,2.1,Diesel,5975
 C Class,2008,Automatic,70000,1.8,Petrol,5875
 C Class,2014,Automatic,41000,2.1,Diesel,16450
 C Class,2017,Automatic,32664,2,Petrol,20995
 C Class,2014,Manual,57062,0,Diesel,14750
 C Class,2005,Automatic,66000,2.1,Diesel,2575
 C Class,2015,Automatic,52000,2.1,Diesel,15995
 C Class,2017,Automatic,10951,2.1,Hybrid,20980
 C Class,2015,Manual,73770,2.1,Diesel,10795
 C Class,2018,Automatic,9695,2,Diesel,24999
 C Class,2016,Automatic,24735,2.1,Diesel,23299
 C Class,2015,Manual,76157,2,Petrol,10799
 C Class,2018,Automatic,10493,2.1,Diesel,19499
 C Class,2018,Automatic,36926,2,Diesel,21999
 C Class,2014,Automatic,49241,2.1,Diesel,14199
 C Class,2015,Automatic,47012,2.1,Diesel,14819
 C Class,2013,Automatic,25525,1.6,Petrol,11999
 C Class,2016,Manual,55154,1.6,Diesel,13499
 C Class,2016,Automatic,30497,2,Hybrid,19999
 C Class,2016,Automatic,47360,2.1,Diesel,15199
 C Class,2016,Manual,16225,2,Petrol,19799
 C Class,2015,Automatic,69037,2.1,Hybrid,14699
 C Class,2016,Automatic,32044,2.1,Diesel,17699
 C Class,2016,Automatic,45250,2.1,Diesel,18399
 C Class,2017,Automatic,47053,2.1,Diesel,19399
 C Class,2015,Automatic,70804,2.1,Diesel,12800
 C Class,2018,Automatic,10815,2.1,Diesel,21199
 C Class,2016,Automatic,23196,1.6,Diesel,16250
 C Class,2018,Automatic,21936,2,Petrol,17450
 C Class,2019,Automatic,10765,2,Diesel,26995
 C Class,2017,Automatic,17413,2.1,Diesel,21995
 C Class,2016,Manual,9578,2.1,Diesel,15391
 C Class,2014,Automatic,46931,2.1,Diesel,11999
 C Class,2015,Automatic,24352,2.1,Diesel,18199
 C Class,2015,Automatic,55978,2.1,Diesel,16999
 C Class,2017,Automatic,26538,2,Hybrid,19199
 C Class,2013,Automatic,86136,2.1,Diesel,8099
 C Class,2015,Automatic,57900,2.1,Diesel,19995
 C Class,2018,Automatic,16663,2.1,Diesel,19999
 C Class,2012,Automatic,72005,2.1,Diesel,8299
 C Class,2017,Automatic,5338,2,Hybrid,20999
 C Class,2017,Automatic,18888,2,Hybrid,20999
 C Class,2016,Automatic,67267,2,Hybrid,15339
 C Class,2016,Automatic,47448,2,Hybrid,17979
 C Class,2015,Manual,76472,2.1,Diesel,11689
 C Class,2018,Automatic,30772,2.1,Diesel,18819
 C Class,2018,Automatic,22078,2.1,Diesel,19399
 C Class,2010,Manual,137291,2.1,Diesel,4294
 C Class,2010,Automatic,58535,2.1,Diesel,6994
 C Class,2015,Automatic,42000,2.1,Diesel,16975
 C Class,2015,Automatic,29000,1.6,Petrol,12750
 C Class,2016,Automatic,19299,2,Hybrid,19999
 C Class,2018,Automatic,34008,2.1,Diesel,19999
 C Class,2016,Automatic,93948,2.1,Diesel,12459
 C Class,2014,Automatic,50179,2.1,Diesel,10699
 C Class,2017,Automatic,50212,1.6,Diesel,17599
 C Class,2018,Automatic,22027,2,Diesel,22199
 C Class,2018,Automatic,38169,2.1,Diesel,17999
 C Class,2016,Manual,65548,1.6,Diesel,11999
 C Class,2006,Automatic,86000,3.5,Petrol,3200
 C Class,2017,Automatic,33368,2.1,Diesel,16999
 C Class,2017,Manual,47106,1.6,Diesel,14999
 C Class,2013,Manual,58654,2.1,Diesel,10199
 C Class,2016,Manual,38764,2.1,Diesel,14799
 C Class,2016,Automatic,33608,2.1,Diesel,19349
 C Class,2018,Automatic,28848,2.1,Diesel,18799
 C Class,2017,Automatic,18075,3,Petrol,31750
 C Class,2017,Automatic,52160,2.1,Hybrid,19899
 C Class,2016,Automatic,59243,2.1,Diesel,14999
 C Class,2014,Automatic,73598,2.1,Diesel,14399
 C Class,2018,Automatic,10346,2,Petrol,22899
 C Class,2014,Automatic,68000,1.8,Diesel,10995
 C Class,2017,Automatic,26213,2.1,Diesel,21399
 C Class,2016,Automatic,86620,2,Hybrid,13295
 C Class,2002,Automatic,13800,2.7,Diesel,1495
 C Class,2018,Automatic,16834,2.1,Diesel,18999
 C Class,2018,Automatic,20090,2.1,Diesel,18799
 C Class,2018,Automatic,21315,2.1,Diesel,18899
 C Class,2018,Automatic,14632,1.6,Diesel,17999
 C Class,2016,Automatic,30173,2.1,Diesel,15699
 C Class,2016,Automatic,59290,2,Hybrid,16899
 C Class,2017,Automatic,50216,2,Hybrid,18299
 C Class,2016,Automatic,22525,1.6,Diesel,16499
 C Class,2015,Automatic,30701,2.1,Diesel,16729
 C Class,2015,Automatic,25958,2.1,Diesel,16299
 C Class,2018,Automatic,17973,2.1,Diesel,19980
 C Class,2015,Automatic,41267,2.1,Diesel,15980
 C Class,2018,Automatic,13500,3,Petrol,34680
 C Class,2015,Automatic,109050,2.1,Hybrid,14795
 C Class,2016,Manual,117760,2.1,Diesel,10500
 C Class,2017,Automatic,54700,2.1,Hybrid,15000
 C Class,2016,Automatic,76200,2.1,Diesel,15000
 C Class,2015,Automatic,74044,2.1,Diesel,13362
 C Class,2007,Automatic,50500,1.8,Petrol,5995
 C Class,2016,Automatic,49846,2.1,Diesel,15475
 C Class,2002,Automatic,82700,2.7,Diesel,1295
 C Class,2012,Automatic,51122,2.2,Diesel,8495
 C Class,2015,Automatic,40005,2.1,Diesel,12000
 C Class,2016,Manual,61140,2.1,Diesel,13499
 C Class,2016,Automatic,80195,2.1,Diesel,14999
 C Class,2012,Automatic,54275,2.1,Diesel,9099
 C Class,2016,Manual,63478,2.1,Diesel,15499
 C Class,2013,Automatic,63930,2.1,Diesel,10999
 C Class,2015,Automatic,48191,2.1,Diesel,17149
 C Class,2016,Automatic,49586,2.1,Diesel,15399
 C Class,2018,Automatic,20892,2,Petrol,21999
 C Class,2017,Manual,18862,2,Petrol,14399
 C Class,2017,Automatic,35652,2,Hybrid,17499
 C Class,2016,Automatic,53613,2.1,Diesel,17799
 C Class,2015,Automatic,37000,2.1,Diesel,16500
 C Class,2009,Automatic,112000,2.1,Diesel,5295
 C Class,2011,Automatic,120899,1.8,Petrol,6995
